Area,Items,Time,Change(%)
All Japan,Fresh fish & seafood,2015,3.6
All Japan,Tuna fish,2015,4.4
All Japan,Horse mackerel,2015,2.8
All Japan,Sardines,2015,-3.6
All Japan,Bonito,2015,-2.5
All Japan,Salmon,2015,1.6
All Japan,Mackerel,2015,4.6
All Japan,Saury,2015,4.2
All Japan,Sea bream,2015,2.4
All Japan,Yellowtail,2015,4.1
All Japan,Cuttlefish,2015,5.5
All Japan,Octopus,2015,5.3
All Japan,Prawns,2015,3.0
All Japan,Short-necked clams,2015,3.4
All Japan,Oysters,2015,13.6
All Japan,Scallops,2015,5.7
All Japan,Salted & dried fish,2015,4.6
All Japan,Salted salmon,2015,7.5
All Japan,Salted cod roe,2015,2.5
All Japan,"""Shirasu-boshi"", dried young sardines",2015,5.6
All Japan,Dried horse mackerel,2015,6.5
All Japan,"""Niboshi"", dried small sardines",2015,2.4
All Japan,Capelin,2015,6.9
All Japan,Salmon roe,2015,1.0
All Japan,Fish-paste products,2015,5.0
All Japan,"""Agekamaboko"", fried fish-paste patties",2015,4.2
All Japan,"""Chikuwa"", baked fish-paste bars",2015,5.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",2015,5.3
All Japan,Other processed fish & seafood,2015,2.5
All Japan,Dried bonito fillets,2015,1.0
All Japan,Pickled fish,2015,4.4
All Japan,Fish prepared in soy sauce,2015,4.1
All Japan,Canned fish,2015,-0.1
All Japan,Fish & seafood,2014,9.7
All Japan,Fresh fish & seafood,2014,11.8
All Japan,Tuna fish,2014,6.7
All Japan,Horse mackerel,2014,8.6
All Japan,Sardines,2014,15.6
All Japan,Bonito,2014,11.6
All Japan,Salmon,2014,22.5
All Japan,Mackerel,2014,10.3
All Japan,Saury,2014,1.5
All Japan,Sea bream,2014,1.4
All Japan,Yellowtail,2014,15.8
All Japan,Cuttlefish,2014,8.1
All Japan,Octopus,2014,11.3
All Japan,Prawns,2014,18.4
All Japan,Short-necked clams,2014,7.0
All Japan,Oysters,2014,6.0
All Japan,Scallops,2014,16.1
All Japan,Salted & dried fish,2014,8.2
All Japan,Salted salmon,2014,23.2
All Japan,Salted cod roe,2014,3.2
All Japan,"""Shirasu-boshi"", dried young sardines",2014,3.3
All Japan,Dried horse mackerel,2014,8.3
All Japan,"""Niboshi"", dried small sardines",2014,3.3
All Japan,Capelin,2014,6.4
All Japan,Salmon roe,2014,3.3
All Japan,Fish-paste products,2014,2.5
All Japan,"""Agekamaboko"", fried fish-paste patties",2014,2.5
All Japan,"""Chikuwa"", baked fish-paste bars",2014,2.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",2014,2.8
All Japan,Other processed fish & seafood,2014,7.7
All Japan,Dried bonito fillets,2014,7.7
All Japan,Pickled fish,2014,9.3
All Japan,Fish prepared in soy sauce,2014,2.4
All Japan,Canned fish,2014,8.3
All Japan,Fish & seafood,2013,1.0
All Japan,Fresh fish & seafood,2013,0.5
All Japan,Tuna fish,2013,-2.2
All Japan,Horse mackerel,2013,-2.3
All Japan,Sardines,2013,-0.6
All Japan,Bonito,2013,-6.1
All Japan,Salmon,2013,3.9
All Japan,Mackerel,2013,-0.1
All Japan,Saury,2013,18.5
All Japan,Sea bream,2013,1.6
All Japan,Yellowtail,2013,-1.0
All Japan,Cuttlefish,2013,2.2
All Japan,Octopus,2013,-11.8
All Japan,Prawns,2013,6.3
All Japan,Short-necked clams,2013,0.6
All Japan,Oysters,2013,0.5
All Japan,Scallops,2013,0.8
All Japan,Salted & dried fish,2013,2.4
All Japan,Salted salmon,2013,1.3
All Japan,Salted cod roe,2013,2.5
All Japan,"""Shirasu-boshi"", dried young sardines",2013,-0.1
All Japan,Dried horse mackerel,2013,2.2
All Japan,"""Niboshi"", dried small sardines",2013,2.0
All Japan,Capelin,2013,0.6
All Japan,Salmon roe,2013,7.5
All Japan,Fish-paste products,2013,-1.9
All Japan,"""Agekamaboko"", fried fish-paste patties",2013,-1.6
All Japan,"""Chikuwa"", baked fish-paste bars",2013,-3.9
All Japan,"""Kamaboko"", steamed fish-paste cakes",2013,-1.0
All Japan,Other processed fish & seafood,2013,3.5
All Japan,Dried bonito fillets,2013,6.1
All Japan,Pickled fish,2013,0.8
All Japan,Fish prepared in soy sauce,2013,-0.2
All Japan,Canned fish,2013,8.1
All Japan,Fish & seafood,2012,1.0
All Japan,Fresh fish & seafood,2012,0.7
All Japan,Tuna fish,2012,0.4
All Japan,Horse mackerel,2012,3.4
All Japan,Sardines,2012,-2.6
All Japan,Bonito,2012,6.4
All Japan,Salmon,2012,-3.3
All Japan,Mackerel,2012,-5.6
All Japan,Saury,2012,-9.8
All Japan,Sea bream,2012,2.8
All Japan,Yellowtail,2012,-4.0
All Japan,Cuttlefish,2012,1.4
All Japan,Octopus,2012,11.5
All Japan,Prawns,2012,9.9
All Japan,Short-necked clams,2012,0.7
All Japan,Oysters,2012,7.0
All Japan,Scallops,2012,-3.8
All Japan,Salted & dried fish,2012,3.4
All Japan,Salted salmon,2012,0.7
All Japan,Salted cod roe,2012,-1.3
All Japan,"""Shirasu-boshi"", dried young sardines",2012,8.0
All Japan,Dried horse mackerel,2012,0.5
All Japan,"""Niboshi"", dried small sardines",2012,-0.3
All Japan,Capelin,2012,-0.3
All Japan,Salmon roe,2012,17.9
All Japan,Fish-paste products,2012,-2.4
All Japan,"""Agekamaboko"", fried fish-paste patties",2012,-2.1
All Japan,"""Chikuwa"", baked fish-paste bars",2012,-3.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",2012,-2.2
All Japan,Other processed fish & seafood,2012,1.3
All Japan,Dried bonito fillets,2012,-1.0
All Japan,Pickled fish,2012,2.7
All Japan,Fish prepared in soy sauce,2012,0.7
All Japan,Canned fish,2012,0.4
All Japan,Fish & seafood,2011,0.4
All Japan,Fresh fish & seafood,2011,1.0
All Japan,Tuna fish,2011,-1.1
All Japan,Horse mackerel,2011,-2.9
All Japan,Sardines,2011,-7.0
All Japan,Bonito,2011,-1.4
All Japan,Salmon,2011,3.2
All Japan,Mackerel,2011,2.0
All Japan,Saury,2011,6.8
All Japan,Sea bream,2011,3.9
All Japan,Yellowtail,2011,-2.3
All Japan,Cuttlefish,2011,-0.7
All Japan,Octopus,2011,10.7
All Japan,Prawns,2011,-0.4
All Japan,Short-necked clams,2011,-2.0
All Japan,Oysters,2011,7.2
All Japan,Scallops,2011,14.8
All Japan,Salted & dried fish,2011,-0.1
All Japan,Salted salmon,2011,2.3
All Japan,Salted cod roe,2011,-3.8
All Japan,"""Shirasu-boshi"", dried young sardines",2011,2.4
All Japan,Dried horse mackerel,2011,-0.7
All Japan,"""Niboshi"", dried small sardines",2011,0.9
All Japan,Capelin,2011,-2.8
All Japan,Salmon roe,2011,2.8
All Japan,Fish-paste products,2011,-2.8
All Japan,"""Agekamaboko"", fried fish-paste patties",2011,-1.5
All Japan,"""Chikuwa"", baked fish-paste bars",2011,-3.3
All Japan,"""Kamaboko"", steamed fish-paste cakes",2011,-3.5
All Japan,Other processed fish & seafood,2011,1.6
All Japan,Dried bonito fillets,2011,-1.8
All Japan,Pickled fish,2011,3.5
All Japan,Fish prepared in soy sauce,2011,-0.1
All Japan,Canned fish,2011,1.2
All Japan,Fish & seafood,2010,-1.7
All Japan,Fresh fish & seafood,2010,-1.0
All Japan,Tuna fish,2010,-2.2
All Japan,Horse mackerel,2010,-1.4
All Japan,Sardines,2010,0.1
All Japan,Bonito,2010,-7.3
All Japan,Salmon,2010,0.5
All Japan,Mackerel,2010,0.3
All Japan,Saury,2010,12.6
All Japan,Sea bream,2010,-0.1
All Japan,Yellowtail,2010,-0.2
All Japan,Cuttlefish,2010,1.4
All Japan,Octopus,2010,-5.3
All Japan,Prawns,2010,-2.8
All Japan,Short-necked clams,2010,-0.2
All Japan,Oysters,2010,1.7
All Japan,Scallops,2010,-2.0
All Japan,Salted & dried fish,2010,-3.8
All Japan,Salted salmon,2010,0.3
All Japan,Salted cod roe,2010,-7.8
All Japan,"""Shirasu-boshi"", dried young sardines",2010,-1.2
All Japan,Dried horse mackerel,2010,-2.8
All Japan,"""Niboshi"", dried small sardines",2010,-3.5
All Japan,Capelin,2010,-5.7
All Japan,Salmon roe,2010,
All Japan,Fish-paste products,2010,-3.2
All Japan,"""Agekamaboko"", fried fish-paste patties",2010,-2.9
All Japan,"""Chikuwa"", baked fish-paste bars",2010,-4.0
All Japan,"""Kamaboko"", steamed fish-paste cakes",2010,-3.0
All Japan,Other processed fish & seafood,2010,-1.7
All Japan,Dried bonito fillets,2010,0.6
All Japan,Pickled fish,2010,-1.0
All Japan,Fish prepared in soy sauce,2010,0.1
All Japan,Canned fish,2010,-5.0
All Japan,Fish & seafood,2009,-1.0
All Japan,Fresh fish & seafood,2009,-3.0
All Japan,Tuna fish,2009,-3.0
All Japan,Horse mackerel,2009,-2.8
All Japan,Sardines,2009,-5.1
All Japan,Bonito,2009,0.2
All Japan,Salmon,2009,-0.7
All Japan,Mackerel,2009,-4.7
All Japan,Saury,2009,-6.5
All Japan,Sea bream,2009,-3.6
All Japan,Yellowtail,2009,1.3
All Japan,Cuttlefish,2009,-7.3
All Japan,Octopus,2009,-10.0
All Japan,Prawns,2009,-5.5
All Japan,Short-necked clams,2009,1.8
All Japan,Oysters,2009,-2.1
All Japan,Scallops,2009,-1.7
All Japan,Salted & dried fish,2009,-0.6
All Japan,Salted salmon,2009,0.7
All Japan,Salted cod roe,2009,-2.2
All Japan,"""Shirasu-boshi"", dried young sardines",2009,-2.1
All Japan,Dried horse mackerel,2009,1.0
All Japan,"""Niboshi"", dried small sardines",2009,-2.5
All Japan,Capelin,2009,1.4
All Japan,Fish-paste products,2009,7.7
All Japan,"""Agekamaboko"", fried fish-paste patties",2009,8.6
All Japan,"""Chikuwa"", baked fish-paste bars",2009,9.0
All Japan,"""Kamaboko"", steamed fish-paste cakes",2009,6.3
All Japan,Other processed fish & seafood,2009,1.3
All Japan,Dried bonito fillets,2009,1.8
All Japan,Pickled fish,2009,1.7
All Japan,Fish prepared in soy sauce,2009,2.2
All Japan,Canned fish,2009,0.5
All Japan,Fish & seafood,2008,2.3
All Japan,Fresh fish & seafood,2008,1.6
All Japan,Tuna fish,2008,2.4
All Japan,Horse mackerel,2008,2.1
All Japan,Sardines,2008,3.3
All Japan,Bonito,2008,3.5
All Japan,Salmon,2008,-1.1
All Japan,Mackerel,2008,6.4
All Japan,Saury,2008,3.7
All Japan,Sea bream,2008,0.2
All Japan,Yellowtail,2008,2.0
All Japan,Cuttlefish,2008,1.6
All Japan,Octopus,2008,6.3
All Japan,Prawns,2008,-2.6
All Japan,Short-necked clams,2008,4.4
All Japan,Oysters,2008,6.3
All Japan,Scallops,2008,-0.4
All Japan,Salted & dried fish,2008,0.5
All Japan,Salted salmon,2008,0.3
All Japan,Salted cod roe,2008,-0.2
All Japan,"""Shirasu-boshi"", dried young sardines",2008,0.7
All Japan,Dried horse mackerel,2008,1.5
All Japan,"""Niboshi"", dried small sardines",2008,-0.6
All Japan,Capelin,2008,2.6
All Japan,Fish-paste products,2008,8.8
All Japan,"""Agekamaboko"", fried fish-paste patties",2008,10.5
All Japan,"""Chikuwa"", baked fish-paste bars",2008,11.0
All Japan,"""Kamaboko"", steamed fish-paste cakes",2008,6.2
All Japan,Other processed fish & seafood,2008,3.1
All Japan,Dried bonito fillets,2008,7.4
All Japan,Pickled fish,2008,-1.4
All Japan,Fish prepared in soy sauce,2008,3.1
All Japan,Canned fish,2008,7.7
All Japan,Fish & seafood,2007,0.9
All Japan,Fresh fish & seafood,2007,1.3
All Japan,Tuna fish,2007,2.3
All Japan,Horse mackerel,2007,-2.3
All Japan,Sardines,2007,-6.5
All Japan,Bonito,2007,1.1
All Japan,Salmon,2007,4.0
All Japan,Mackerel,2007,-1.9
All Japan,Saury,2007,-5.7
All Japan,Sea bream,2007,17.2
All Japan,Yellowtail,2007,1.9
All Japan,Cuttlefish,2007,-3.8
All Japan,Octopus,2007,3.9
All Japan,Prawns,2007,3.1
All Japan,Short-necked clams,2007,1.0
All Japan,Oysters,2007,0.1
All Japan,Scallops,2007,-2.4
All Japan,Salted & dried fish,2007,0.1
All Japan,Salted salmon,2007,1.1
All Japan,Salted cod roe,2007,-1.0
All Japan,"""Shirasu-boshi"", dried young sardines",2007,0.7
All Japan,Dried horse mackerel,2007,2.4
All Japan,"""Niboshi"", dried small sardines",2007,-0.8
All Japan,Capelin,2007,0.8
All Japan,Fish-paste products,2007,0.4
All Japan,"""Agekamaboko"", fried fish-paste patties",2007,0.9
All Japan,"""Chikuwa"", baked fish-paste bars",2007,1.3
All Japan,"""Kamaboko"", steamed fish-paste cakes",2007,-0.6
All Japan,Other processed fish & seafood,2007,0.6
All Japan,Dried bonito fillets,2007,1.4
All Japan,Pickled fish,2007,-1.1
All Japan,Fish prepared in soy sauce,2007,1.5
All Japan,Canned fish,2007,2.1
All Japan,Fish & seafood,2006,2.2
All Japan,Fresh fish & seafood,2006,2.8
All Japan,Tuna fish,2006,3.3
All Japan,Horse mackerel,2006,3.3
All Japan,Sardines,2006,-3.3
All Japan,Bonito,2006,7.2
All Japan,Salmon,2006,9.2
All Japan,Mackerel,2006,-1.3
All Japan,Saury,2006,5.1
All Japan,Sea bream,2006,2.3
All Japan,Yellowtail,2006,2.4
All Japan,Cuttlefish,2006,1.6
All Japan,Octopus,2006,1.3
All Japan,Prawns,2006,-0.5
All Japan,Short-necked clams,2006,2.4
All Japan,Oysters,2006,2.3
All Japan,Scallops,2006,0.8
All Japan,Salted & dried fish,2006,0.1
All Japan,Salted salmon,2006,0.8
All Japan,Salted cod roe,2006,-0.3
All Japan,"""Shirasu-boshi"", dried young sardines",2006,-2.1
All Japan,Dried horse mackerel,2006,0.9
All Japan,"""Niboshi"", dried small sardines",2006,-0.3
All Japan,Capelin,2006,0.8
All Japan,Fish-paste products,2006,3.6
All Japan,"""Agekamaboko"", fried fish-paste patties",2006,2.7
All Japan,"""Chikuwa"", baked fish-paste bars",2006,4.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",2006,4.1
All Japan,Other processed fish & seafood,2006,1.2
All Japan,Dried bonito fillets,2006,-0.3
All Japan,Pickled fish,2006,4.3
All Japan,Fish prepared in soy sauce,2006,-0.7
All Japan,Canned fish,2006,-1.2
All Japan,Fish & seafood,2005,-0.6
All Japan,Fresh fish & seafood,2005,-1.8
All Japan,Tuna fish,2005,-2.9
All Japan,Horse mackerel,2005,-3.5
All Japan,Sardines,2005,2.8
All Japan,Bonito,2005,-12.7
All Japan,Salmon,2005,0.0
All Japan,Mackerel,2005,-1.4
All Japan,Saury,2005,-12.2
All Japan,Sea bream,2005,-1.9
All Japan,Yellowtail,2005,-1.1
All Japan,Cuttlefish,2005,5.6
All Japan,Octopus,2005,0.7
All Japan,Prawns,2005,-4.6
All Japan,Short-necked clams,2005,0.5
All Japan,Oysters,2005,-1.1
All Japan,Scallops,2005,9.2
All Japan,Salted & dried fish,2005,1.3
All Japan,Salted salmon,2005,-0.2
All Japan,Salted cod roe,2005,0.3
All Japan,"""Shirasu-boshi"", dried young sardines",2005,6.8
All Japan,Dried horse mackerel,2005,-2.9
All Japan,"""Niboshi"", dried small sardines",2005,0.1
All Japan,Capelin,2005,7.3
All Japan,Fish-paste products,2005,0.2
All Japan,"""Agekamaboko"", fried fish-paste patties",2005,-0.9
All Japan,"""Chikuwa"", baked fish-paste bars",2005,0.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",2005,1.1
All Japan,Other processed fish & seafood,2005,1.1
All Japan,Dried bonito fillets,2005,-0.2
All Japan,Pickled fish,2005,3.3
All Japan,Fish prepared in soy sauce,2005,0.6
All Japan,Canned fish,2005,-0.5
All Japan,Fish & seafood,2004,-1.2
All Japan,Fresh fish & seafood,2004,-1.3
All Japan,Tuna fish,2004,-5.1
All Japan,Horse mackerel,2004,1.6
All Japan,Sardines,2004,-3.2
All Japan,Bonito,2004,12.5
All Japan,Salmon,2004,-1.1
All Japan,Mackerel,2004,-2.7
All Japan,Saury,2004,1.5
All Japan,Sea bream,2004,-4.1
All Japan,Yellowtail,2004,-3.3
All Japan,Cuttlefish,2004,2.2
All Japan,Octopus,2004,0.2
All Japan,Prawns,2004,-5.8
All Japan,Short-necked clams,2004,0.8
All Japan,Oysters,2004,-2.7
All Japan,Scallops,2004,5.0
All Japan,Salted & dried fish,2004,-0.9
All Japan,Salted salmon,2004,-1.0
All Japan,Salted cod roe,2004,-0.8
All Japan,"""Shirasu-boshi"", dried young sardines",2004,-2.4
All Japan,Dried horse mackerel,2004,-0.6
All Japan,"""Niboshi"", dried small sardines",2004,-1.7
All Japan,Capelin,2004,2.6
All Japan,Fish-paste products,2004,-1.3
All Japan,"""Agekamaboko"", fried fish-paste patties",2004,-1.6
All Japan,"""Chikuwa"", baked fish-paste bars",2004,-2.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",2004,-0.3
All Japan,Other processed fish & seafood,2004,-0.9
All Japan,Dried bonito fillets,2004,-1.7
All Japan,Pickled fish,2004,-2.5
All Japan,Fish prepared in soy sauce,2004,1.8
All Japan,Canned fish,2004,0.0
All Japan,Fish & seafood,2003,-1.9
All Japan,Fresh fish & seafood,2003,-2.6
All Japan,Tuna fish,2003,-1.1
All Japan,Horse mackerel,2003,-6.7
All Japan,Sardines,2003,-0.1
All Japan,Bonito,2003,-15.6
All Japan,Salmon,2003,-0.5
All Japan,Mackerel,2003,3.9
All Japan,Saury,2003,-14.3
All Japan,Sea bream,2003,-7.4
All Japan,Yellowtail,2003,-1.0
All Japan,Cuttlefish,2003,-1.3
All Japan,Octopus,2003,5.3
All Japan,Prawns,2003,-3.8
All Japan,Short-necked clams,2003,6.2
All Japan,Oysters,2003,2.8
All Japan,Scallops,2003,-6.6
All Japan,Salted & dried fish,2003,-0.1
All Japan,Salted salmon,2003,-2.2
All Japan,Salted cod roe,2003,-0.4
All Japan,"""Shirasu-boshi"", dried young sardines",2003,2.5
All Japan,Dried horse mackerel,2003,3.7
All Japan,"""Niboshi"", dried small sardines",2003,-0.8
All Japan,Capelin,2003,-4.7
All Japan,Fish-paste products,2003,-2.2
All Japan,"""Agekamaboko"", fried fish-paste patties",2003,-2.5
All Japan,"""Chikuwa"", baked fish-paste bars",2003,-2.4
All Japan,"""Kamaboko"", steamed fish-paste cakes",2003,-1.7
All Japan,Other processed fish & seafood,2003,-1.4
All Japan,Dried bonito fillets,2003,-1.7
All Japan,Pickled fish,2003,-0.3
All Japan,Fish prepared in soy sauce,2003,-4.2
All Japan,Canned fish,2003,-1.1
All Japan,Fish & seafood,2002,-0.4
All Japan,Fresh fish & seafood,2002,-0.1
All Japan,Tuna fish,2002,-2.2
All Japan,Horse mackerel,2002,-0.6
All Japan,Sardines,2002,17.0
All Japan,Bonito,2002,5.0
All Japan,Salmon,2002,-0.1
All Japan,Mackerel,2002,-2.2
All Japan,Saury,2002,1.4
All Japan,Sea bream,2002,-1.9
All Japan,Yellowtail,2002,-4.7
All Japan,Cuttlefish,2002,1.5
All Japan,Octopus,2002,4.8
All Japan,Prawns,2002,-2.9
All Japan,Short-necked clams,2002,2.2
All Japan,Oysters,2002,4.3
All Japan,Scallops,2002,-4.0
All Japan,Salted & dried fish,2002,0.2
All Japan,Salted salmon,2002,-5.0
All Japan,Salted cod roe,2002,2.5
All Japan,"""Shirasu-boshi"", dried young sardines",2002,8.4
All Japan,Dried horse mackerel,2002,-2.0
All Japan,"""Niboshi"", dried small sardines",2002,-0.2
All Japan,Capelin,2002,-3.9
All Japan,Fish-paste products,2002,-2.7
All Japan,"""Agekamaboko"", fried fish-paste patties",2002,-2.2
All Japan,"""Chikuwa"", baked fish-paste bars",2002,-2.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",2002,-3.5
All Japan,Other processed fish & seafood,2002,-0.6
All Japan,Dried bonito fillets,2002,-2.9
All Japan,Pickled fish,2002,-0.3
All Japan,Fish prepared in soy sauce,2002,-0.5
All Japan,Canned fish,2002,-0.2
All Japan,Fish & seafood,2001,-0.6
All Japan,Fresh fish & seafood,2001,-0.8
All Japan,Tuna fish,2001,-1.7
All Japan,Horse mackerel,2001,5.7
All Japan,Sardines,2001,7.4
All Japan,Bonito,2001,15.1
All Japan,Salmon,2001,-5.2
All Japan,Mackerel,2001,4.9
All Japan,Saury,2001,-13.7
All Japan,Sea bream,2001,3.0
All Japan,Yellowtail,2001,-6.2
All Japan,Cuttlefish,2001,-2.1
All Japan,Octopus,2001,-2.7
All Japan,Prawns,2001,-1.4
All Japan,Short-necked clams,2001,-0.8
All Japan,Oysters,2001,-2.0
All Japan,Scallops,2001,-1.6
All Japan,Salted & dried fish,2001,0.9
All Japan,Salted salmon,2001,-4.0
All Japan,Salted cod roe,2001,8.6
All Japan,"""Shirasu-boshi"", dried young sardines",2001,-2.5
All Japan,Dried horse mackerel,2001,-0.7
All Japan,"""Niboshi"", dried small sardines",2001,0.2
All Japan,Capelin,2001,-5.1
All Japan,Fish-paste products,2001,-2.1
All Japan,"""Agekamaboko"", fried fish-paste patties",2001,-1.1
All Japan,"""Chikuwa"", baked fish-paste bars",2001,-3.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",2001,-1.9
All Japan,Other processed fish & seafood,2001,-0.6
All Japan,Dried bonito fillets,2001,-0.7
All Japan,Pickled fish,2001,-2.6
All Japan,Fish prepared in soy sauce,2001,1.6
All Japan,Canned fish,2001,1.4
All Japan,Fish & seafood,2000,-2.1
All Japan,Fresh fish & seafood,2000,-2.8
All Japan,Tuna fish,2000,-1.9
All Japan,Horse mackerel,2000,-4.1
All Japan,Sardines,2000,4.6
All Japan,Bonito,2000,-14.8
All Japan,Salmon,2000,-1.7
All Japan,Mackerel,2000,3.3
All Japan,Saury,2000,1.0
All Japan,Sea bream,2000,-5.1
All Japan,Yellowtail,2000,0.5
All Japan,Cuttlefish,2000,-7.1
All Japan,Octopus,2000,-8.8
All Japan,Prawns,2000,-2.1
All Japan,Short-necked clams,2000,0.1
All Japan,Oysters,2000,-2.4
All Japan,Scallops,2000,0.4
All Japan,Salted & dried fish,2000,-0.8
All Japan,Salted salmon,2000,-4.1
All Japan,Salted cod roe,2000,8.4
All Japan,"""Shirasu-boshi"", dried young sardines",2000,-7.5
All Japan,Dried horse mackerel,2000,-2.4
All Japan,"""Niboshi"", dried small sardines",2000,-1.4
All Japan,Capelin,2000,-8.0
All Japan,Fish-paste products,2000,-1.6
All Japan,"""Agekamaboko"", fried fish-paste patties",2000,-1.7
All Japan,"""Chikuwa"", baked fish-paste bars",2000,-1.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",2000,-1.5
All Japan,Other processed fish & seafood,2000,-1.5
All Japan,Dried bonito fillets,2000,-1.8
All Japan,Pickled fish,2000,-3.0
All Japan,Fish prepared in soy sauce,2000,0.1
All Japan,Canned fish,2000,-0.1
All Japan,Fish & seafood,1999,-0.3
All Japan,Fresh fish & seafood,1999,-1.2
All Japan,Tuna fish,1999,0.4
All Japan,Horse mackerel,1999,-3.2
All Japan,Sardines,1999,-7.2
All Japan,Bonito,1999,1.6
All Japan,Salmon,1999,3.3
All Japan,Mackerel,1999,-2.5
All Japan,Saury,1999,10.3
All Japan,Sea bream,1999,-7.8
All Japan,Yellowtail,1999,-0.7
All Japan,Cuttlefish,1999,-3.8
All Japan,Octopus,1999,-4.1
All Japan,Prawns,1999,-3.5
All Japan,Short-necked clams,1999,0.1
All Japan,Oysters,1999,0.2
All Japan,Scallops,1999,0.0
All Japan,Salted & dried fish,1999,1.3
All Japan,Salted salmon,1999,6.1
All Japan,Salted cod roe,1999,1.0
All Japan,"""Shirasu-boshi"", dried young sardines",1999,-0.5
All Japan,Dried horse mackerel,1999,-1.9
All Japan,"""Niboshi"", dried small sardines",1999,-0.9
All Japan,Capelin,1999,-2.2
All Japan,Fish-paste products,1999,-0.8
All Japan,"""Agekamaboko"", fried fish-paste patties",1999,-1.0
All Japan,"""Chikuwa"", baked fish-paste bars",1999,-1.0
All Japan,"""Kamaboko"", steamed fish-paste cakes",1999,-0.6
All Japan,Other processed fish & seafood,1999,3.0
All Japan,Dried bonito fillets,1999,0.8
All Japan,Pickled fish,1999,4.4
All Japan,Fish prepared in soy sauce,1999,0.7
All Japan,Canned fish,1999,4.2
All Japan,Fish & seafood,1998,1.3
All Japan,Fresh fish & seafood,1998,1.6
All Japan,Tuna fish,1998,-0.7
All Japan,Horse mackerel,1998,-1.9
All Japan,Sardines,1998,7.3
All Japan,Bonito,1998,2.3
All Japan,Salmon,1998,1.1
All Japan,Mackerel,1998,-2.3
All Japan,Saury,1998,-1.3
All Japan,Sea bream,1998,-3.6
All Japan,Yellowtail,1998,-3.1
All Japan,Cuttlefish,1998,9.9
All Japan,Octopus,1998,-1.6
All Japan,Prawns,1998,8.5
All Japan,Short-necked clams,1998,1.5
All Japan,Oysters,1998,-1.5
All Japan,Scallops,1998,1.1
All Japan,Salted & dried fish,1998,0.1
All Japan,Salted salmon,1998,1.9
All Japan,Salted cod roe,1998,-1.2
All Japan,"""Shirasu-boshi"", dried young sardines",1998,0.6
All Japan,Dried horse mackerel,1998,-1.7
All Japan,"""Niboshi"", dried small sardines",1998,0.3
All Japan,Capelin,1998,0.3
All Japan,Fish-paste products,1998,0.5
All Japan,"""Agekamaboko"", fried fish-paste patties",1998,0.9
All Japan,"""Chikuwa"", baked fish-paste bars",1998,-0.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",1998,0.7
All Japan,Other processed fish & seafood,1998,2.8
All Japan,Dried bonito fillets,1998,1.0
All Japan,Pickled fish,1998,4.3
All Japan,Fish prepared in soy sauce,1998,0.4
All Japan,Canned fish,1998,4.2
All Japan,Fish & seafood,1997,2.3
All Japan,Fresh fish & seafood,1997,2.4
All Japan,Tuna fish,1997,2.0
All Japan,Horse mackerel,1997,-2.1
All Japan,Sardines,1997,4.1
All Japan,Bonito,1997,-7.7
All Japan,Salmon,1997,4.4
All Japan,Mackerel,1997,6.7
All Japan,Saury,1997,-0.5
All Japan,Sea bream,1997,-0.4
All Japan,Yellowtail,1997,11.2
All Japan,Cuttlefish,1997,-3.0
All Japan,Octopus,1997,7.8
All Japan,Prawns,1997,4.9
All Japan,Short-necked clams,1997,3.2
All Japan,Oysters,1997,4.2
All Japan,Scallops,1997,5.0
All Japan,Salted & dried fish,1997,1.8
All Japan,Salted salmon,1997,0.8
All Japan,Salted cod roe,1997,0.1
All Japan,"""Shirasu-boshi"", dried young sardines",1997,2.3
All Japan,Dried horse mackerel,1997,3.3
All Japan,"""Niboshi"", dried small sardines",1997,4.0
All Japan,Capelin,1997,1.3
All Japan,Fish-paste products,1997,0.8
All Japan,"""Agekamaboko"", fried fish-paste patties",1997,2.2
All Japan,"""Chikuwa"", baked fish-paste bars",1997,-0.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",1997,0.7
All Japan,Other processed fish & seafood,1997,3.6
All Japan,Dried bonito fillets,1997,3.0
All Japan,Pickled fish,1997,5.6
All Japan,Fish prepared in soy sauce,1997,4.3
All Japan,Canned fish,1997,2.2
All Japan,Fish & seafood,1996,1.9
All Japan,Fresh fish & seafood,1996,3.6
All Japan,Tuna fish,1996,0.6
All Japan,Horse mackerel,1996,5.0
All Japan,Sardines,1996,28.8
All Japan,Bonito,1996,16.8
All Japan,Salmon,1996,-0.3
All Japan,Mackerel,1996,5.5
All Japan,Saury,1996,34.8
All Japan,Sea bream,1996,-0.8
All Japan,Yellowtail,1996,8.1
All Japan,Cuttlefish,1996,1.4
All Japan,Octopus,1996,8.9
All Japan,Prawns,1996,-0.7
All Japan,Short-necked clams,1996,1.4
All Japan,Oysters,1996,1.8
All Japan,Scallops,1996,-5.8
All Japan,Salted & dried fish,1996,-1.3
All Japan,Salted salmon,1996,-5.0
